review_id,user_name,content,score,review_created_version,at_iso,thumbs_up,reply_content,replied_at_iso,app_version,fetched_at_iso
f1ae7123-5ef6-4491-9aeb-9d329a9f4658,wazin akbari,very good app for all type of money matter and investments,5,9.1.7,2026-02-19T07:34:48,1,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-19T10:12:14,9.1.7,2026-03-22T19:44:14.365834+00:00
40c5ff0c-3fd7-4125-9ff8-ae84f0aca73c,Rajnikant Vasava,"Best for US investment and Indian Equity Like Mf,Stock, Ipo and lots of more Options, Readymade investment Basket Mutual fund.best Experience.Thank u.",5,8.3.8,2026-02-19T08:20:52,0,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-19T10:12:22,8.3.8,2026-03-22T19:44:14.365834+00:00
ff7be443-6984-4aa7-a98c-b90f9fe87dab,Pramod Rajpurohit,I don't want your us stock voucher as a cashback. why every time I am getting this?? else I will close this account,1,9.1.3,2026-02-19T09:38:14,1,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-19T10:12:51,9.1.3,2026-03-22T19:44:14.365834+00:00
3f628b45-b33c-4d94-b528-bbea5db3c3d3,Ahmed Ammu,l love ind money i started in 2024 and have a great experience with them till now,5,9.1.6,2026-02-19T10:24:57,0,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-19T11:21:29,9.1.6,2026-03-22T19:44:14.365834+00:00
2cea8d75-4431-44b7-9adc-012610732a10,A Google user,Best app I have ever used. It is an another level broker because it contains indan and US stocks which are really helpful. We can buy US stocks from India and its indicator are so helpful. Download this app fast and first when you create your KYC tap in first I choose US stocks because if tap on US stock you get $3 after adding 5000 rupees as me . Best app ever and the add money and withdraw is so easy,5,9.1.7,2026-02-19T13:09:35,12,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-19T15:24:15,9.1.7,2026-03-22T19:44:14.365834+00:00
ff82912b-18d4-4527-ab23-de4f25d01278,Gaurav Ghorpade,bhai coin dcx me se paise nikalkar tere aap me dale hai dhoka Mt dena nikalte waqt😂😂😂,4,9.1.7,2026-02-19T13:45:08,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-19T15:24:02,9.1.7,2026-03-22T19:44:14.365834+00:00
321353a0-e860-4de3-8b7d-5a58514a9b68,ராகுல் நாராயண்,app is excellent. flash mode is awesome. please please introduce crude oil options trading. currently I'm unable to trade crude from INDmoney.,4,9.1.7,2026-02-19T20:46:43,1,"Hi, we appreciate your feedback! Please reach out to us at psreviews@indmoney.com. We value your trust in INDmoney and are committed to improving your experience and earning a five-star rating from you.",2026-02-20T01:04:24,9.1.7,2026-03-22T19:44:14.365834+00:00
40cd2c52-eb36-4c00-803e-a743102a7e8d,Krishna raj,"kindly add a option to track 2 or more RD's, now I can only able to track only 1 RD",4,9.1.3,2026-02-19T21:16:40,0,"Hi Krishna raj, we appreciate your feedback! Please reach out to us at psreviews@indmoney.com. We value your trust in INDmoney and are committed to improving your experience and earning a five-star rating from you.",2026-02-20T01:04:03,9.1.3,2026-03-22T19:44:14.365834+00:00
2eb9dc7d-d52c-4de5-83af-53dd81afc6f1,niranjan ganesh,good for international exposure,5,9.1.7,2026-02-19T22:32:42,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-20T01:01:51,9.1.7,2026-03-22T19:44:14.365834+00:00
da702ae7-1f9f-4682-93d3-40d697ecbefc,Raja Kashyap,money fast wdarol,5,,2026-02-20T06:35:26,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-20T16:02:39,,2026-03-22T19:44:14.365834+00:00
18252d1b-ba3e-4e2f-b3f8-a28a43ff3919,siba prasad sahu,"perfact app for only mutual fund,not for trading",4,9.1.7,2026-02-20T07:52:18,0,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-20T16:03:16,9.1.7,2026-03-22T19:44:14.365834+00:00
525a880e-fbb7-4102-82b3-86230a468eaf,Truth MLM,good experince,5,9.1.7,2026-02-20T20:37:49,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-21T01:00:43,9.1.7,2026-03-22T19:44:14.365834+00:00
1734d9bc-51fe-4ffd-ba5b-9e34fac3686c,Meera Baheliya,AWESOME APP,4,9.1.7,2026-02-20T20:52:14,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-21T00:59:26,9.1.7,2026-03-22T19:44:14.365834+00:00
c0fe67b3-c81d-4806-9141-2a39d782592d,Vishal Jondhale,very good app for real investors who belongs to medel categories. thank you ind mony you considered midel and poor peoples,5,9.1.6,2026-02-21T18:05:13,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-22T01:08:10,9.1.6,2026-03-22T19:44:14.365834+00:00
7749159a-3ccb-4774-bfd4-7012dad7010b,sri sai jagdish,very good trading app and easy to use 👍 👌 👏,5,9.1.7,2026-02-22T16:52:29,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-23T00:45:20,9.1.7,2026-03-22T19:44:14.365834+00:00
5767d104-846e-4c64-b250-6629a1983f5a,S Deshmukh,excellent 👍,4,9.1.7,2026-02-22T23:11:20,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-23T00:45:28,9.1.7,2026-03-22T19:44:14.365834+00:00
b45a15a5-331c-44e1-b7b1-4e1c38d0da5f,Reejwan Khan,Excellent app with superb features,5,,2026-02-23T02:17:01,0,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-23T07:52:13,,2026-03-22T19:44:14.365834+00:00
a37f76be-c2c2-409d-93d8-b82d194028b6,Mukesh Choudhary,The worst part is the customer support... you can request a call back... but that's only a dream... you never get a call back from IND money...,2,9.1.7,2026-02-23T10:05:13,1,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-23T10:45:31,9.1.7,2026-03-22T19:44:14.365834+00:00
466e5894-9d94-45e6-892f-0953807c9674,Deepak Sanatan,policy is not fair different account differ charges.,1,9.1.7,2026-02-23T11:02:42,1,"Hi, we noticed your low rating and would love to understand how we can improve your experience. Please share your registered email ID at psreviews@indmoney.com — we’ll make sure to assist you promptly.",2026-02-23T13:25:58,9.1.7,2026-03-22T19:44:14.365834+00:00
5eaa5357-47c3-468b-98fd-4c244efe6808,Avani singh Pari,very good experience,4,9.1.3,2026-02-23T11:41:21,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-23T13:26:13,9.1.3,2026-03-22T19:44:14.365834+00:00
0b4b7a9b-229c-4c51-a3b7-505fce39fc08,Mohammed Sajjad Husain,"This app is so impressive! It feels like having a personal chartered accountant for all my financial queries and information. Everything is clear, reliable, and easy to access. I’m truly impressed with how helpful and efficient it is!",4,9.1.7,2026-02-23T13:00:49,21,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-23T13:26:32,9.1.7,2026-03-22T19:44:14.365834+00:00
58a4bda2-62a1-4fe5-8dd0-3ebedadaa7eb,Ranjit Bachal,"My sincere suggestion again - referral rewards are still being processed on a manual basis . This simply means that the referee has to write , intimate and submit all details of investment done by his referral. It is tedious , time consuming and not practical . Referee is supposed to track both - the person he is referring to and ur app which is processing rewards manually. other apps credit rewards automatically",1,9.1.7,2026-02-23T17:38:07,7,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-23T18:12:25,9.1.7,2026-03-22T19:44:14.365834+00:00
851b37e1-da65-4e46-9f5c-aa92c892c71a,Bhagyashri D,Customer support is excellent. Very prompt and useful. User interface is very user friendly. Highly recommend.,5,9.1.7,2026-02-23T18:48:08,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-24T00:48:30,9.1.7,2026-03-22T19:44:14.365834+00:00
99ffea27-480f-4d21-981c-2aacad462e30,Manoj Kumar,thank you 😊,4,,2026-02-23T19:02:20,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-24T00:48:34,,2026-03-22T19:44:14.365834+00:00
dd616ba5-89b1-4885-87ab-3bc089dff6cf,sudeshwar ram,"It is very easy to use and lots of useful features are available. I have used many apps but I love INDMoney because interface is very simple, fast and offers all and unique features.",5,9.1.7,2026-02-23T20:06:55,4,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-24T00:48:42,9.1.7,2026-03-22T19:44:14.365834+00:00
6a90822c-eee5-4b1c-9697-061521a04f06,Pawan Vora,"I can't redeem money invested via INDmoney, hopeless customer service. pathetic follow up and no solution 😡",1,9.1.7,2026-02-23T22:31:24,0,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-23T23:46:51,9.1.7,2026-03-22T19:44:14.365834+00:00
b84a7ea1-da56-4466-b7d4-05940e98869f,Shivshran Prajapati,very exllent,4,9.1.7,2026-02-23T23:20:18,0,Thank you for choosing INDmoney! We’re happy to know you’re enjoying the experience.,2026-02-24T00:48:48,9.1.7,2026-03-22T19:44:14.365834+00:00
596be3d4-03c5-4204-b952-2ee90e054eb7,Sanjit Sarjare,good trading app,5,9.1.7,2026-02-24T08:11:50,0,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-24T08:29:16,9.1.7,2026-03-22T19:44:14.365834+00:00
3b0c8d6b-ad04-46cd-89e9-9867f39361d4,Ankur Sharma,for investing in us stocks is too complicated..for Indian stocks there are many options in market than how it makes you different.. couldn't start investing it foreign market,1,9.1.7,2026-02-24T08:24:01,0,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-24T08:34:54,9.1.7,2026-03-22T19:44:14.365834+00:00
39f9cd98-1aad-4bd2-b71e-126e798e0417,Nanda Kumar,"the new UI/UX really bad not clear on anything, why are you guys changing it so frequently, did we ask it ?",1,9.1.7,2026-02-24T09:11:20,0,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-24T10:22:58,9.1.7,2026-03-22T19:44:14.365834+00:00
4310c5f2-83f6-43f2-98cd-3149bd3491dc,Dhiraj Sha,good app for new user,4,9.1.7,2026-02-24T10:01:16,0,Thank you for your kind words! We’re glad you’re enjoying the INDmoney experience.,2026-02-24T10:30:44,9.1.7,2026-03-22T19:44:14.365834+00:00
0d18277d-de46-4461-9d93-a97ad4af5603,Dr. Deepak Goyal,Very nice app and user friendly. Good information. New interface is not good,5,9.1.7,2026-02-24T11:47:59,0,Thank You for choosing INDmoney: Your go-to platform for Stocks and Mutual Funds.,2025-02-28T17:37:13,9.1.7,2026-03-22T19:44:14.365834+00:00
4d6b5bb4-5a5b-4429-9a85-a7a194626b84,Divya Datta,update: the team reached back and tried rectifying the issue Your app is very cumbersome for the mutual fund part. when I'm signing up for any SIP. you deduct the amount twice and i didn't even know that,4,9.1.7,2026-02-24T13:00:42,2,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-04T12:33:12,9.1.7,2026-03-22T19:44:14.365834+00:00
2a8c9715-e3bc-466f-822b-300f729e5cf5,Amit Kumar Patra,Checking some insurance options doesn't give you automatic permission to call me all the time. I never agreed to getting calls all the time. Then why the hell am I getting calls from you regarding insurance just because I was looking at it. If I wanted to I would have taken it myself. If I didn't that means I'm not interested in taking. So stop automatically sharing my number and using it to call me.,1,9.1.7,2026-02-24T14:00:39,4,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-24T14:30:47,9.1.7,2026-03-22T19:44:14.365834+00:00
2c2815fc-94fc-47b2-9a5f-b2c99835601c,Jitendra Verma,The account opening process is very easy but if you are going to close the account you will have to send the hardcopies of the documents. very lengthy process.so before using take this also in consideration.,1,9.1.7,2026-02-24T14:12:42,5,"Hi, We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.",2025-02-01T16:13:25,9.1.7,2026-03-22T19:44:14.365834+00:00
0b72beed-08c4-4d17-8a73-2ebafef5bf52,Ramakrishna Joshi,"Looks like App doesn't want us to know XIRR of investments. There is no way in the app to see XIRR even though there is ""View XIRR & Analytics"" but clicking on it still shows absolute returns only 🥲",1,9.1.7,2026-02-24T15:21:17,2,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-24T16:10:50,9.1.7,2026-03-22T19:44:14.365834+00:00
e33c1550-afcb-443a-9db9-6548c0dd9a9c,Manthan Bhatt,Here some fixed problems are there if we don't want to start F&O trading but still it provides popup and it blocks my shares data. otherwise in terms of Market and offered data is good.,3,9.1.7,2026-02-24T16:40:40,1,We understand your concern. Please be assured that resolving this matter promptly is our top priority. Your feedback is invaluable in helping us improve our service. Thank you for bringing it to our attention. We're actively working on a solution and will keep you updated on our progress.,2026-02-24T17:39:26,9.1.7,2026-03-22T19:44:14.365834+00:00
c023f0df-63a8-4d22-91a6-50b45d2a280c,Tyagi,"I didn't like the recent update of app interface, previous one was user friendly please try to change it. 🙏🏻🙏🏻",5,,2026-02-24T16:54:29,0,"We apologize for any inconvenience and assure you of our prompt attention to your concern. For immediate assistance, please send your registered email address along with relevant details to psreviews@indmoney.com",2025-11-24T12:00:11,,2026-03-22T19:44:14.365834+00:00
eb66c50a-9547-4d49-826d-5e80f919b0fb,Mayur Ahmad,very easy use apps,5,9.1.7,2026-02-24T18:01:55,1,Thank you very much. Keep using our app :),2026-02-25T00:44:16,9.1.7,2026-03-22T19:44:14.365834+00:00
2aac9685-abfe-4402-9311-73de51490b60,ganesan sivasamy,find my stock very difficult to do letter all small,2,9.1.9,2026-02-24T21:50:14,0,"Hi, To swiftly address your concern, kindly provide your registered email address to psreviews@indmoney.com along with relevant details. We sincerely apologize for any inconvenience caused and assure you of our prompt assistance. Thank you.",2026-02-24T22:33:10,9.1.9,2026-03-22T19:44:14.365834+00:00
